ID;English;Chinese Simplified;Chinese Traditional;Czech;Danish;German;Greek;Finnish;French;Iloko;Indonesian;Italian;Japanese;Korean;Netherlands;Norwege;Polish;Portugese;Spanish;Swedish;Tagalog
1200001004;Cockroach;蟑螂;蟑螂;ŠVÁB;KAKERLAK;Kakerlak;ΚΑΤΣΑΡΙΔΑ;Torakka;Blatte;IPES;LIPAS;Scarafaggio;ごきぶり;바퀴벌레;KAKKERLAK;KAKERLAKK;KARALUCH;Barata;CUCARACHA;KACKERLACKA;IPIS
1200001005;Codex;册式抄本;册式抄本;KODEX;KODEKS;Kodex;ΚΩΔΙΚΑΣ;Koodeksi;Codex;CODEX;KODEKS;Codice;冊子本;책자본;CODEX;KODEKS;KODEKS;Códice;CÓDICE;KODEX;CODEX
1200001007;Collection;收集捐款;收集捐款;SBÍRKA;INDSAMLING;Sammlung;;Keräys;Collecte;PANAGUR-OR;PENGUMPULAN;Colletta;募金，徴収;모금;INZAMELING;INNSAMLING;ZBIÓRKA;Coleta;COLECTA;INSAMLING;PAGLIKOM
1200001009;Colors;颜色;顔色;BARVY;FARVER, FARVNING;Farben;ΧΡΩΜΑΤΑ;Värit;Couleurs;MARIS, DAGITI;WARNA;Colori;色;색깔;KLEUREN;FARGER;KOLORY;Cores;COLORES;FÄRGER;KULAY, MGA
1200001010;Colossae;歌罗西;歌羅西;KOLOSY;KOLOSSÆ;Kolossä;ΚΟΛΟΣΣΕΣ;Kolossa;Colosses;COLOSAS;KOLOSE;Colosse;コロサイ;골로새;KOLOSSE;KOLOSSAI;KOLOSY;Colossos;COLOSAS;KOLOSSAI;COLOSAS
1200001012;Commander;司令;司令;VELITEL;;Befehlshaber;ΔΙΟΙΚΗΤΗΣ;;;;;;司令者;지휘관;BEVELHEBBER;BEFALINGSMANN;;Comandante;;BEFÄLHAVARE;
1200001014;Communication;传达信息;傳達信息;KOMUNIKACE;KOMMUNIKATION;Kommunikation;ΕΠΙΚΟΙΝΩΝΙΑ;Viestintä;Communication;KOMUNIKASION;KOMUNIKASI;Comunicare, Comunicazioni;意思の伝達，交信，連絡;의사 전달, 의사소통;COMMUNICATIE;KOMMUNIKASJON;PRZEKAZYWANIE INFORMACJI;Comunicação;COMUNICACIÓN;KOMMUNIKATION;PAKIKIPAGTALASTASAN
1200001015;Compass;圆规;圓規;KRUŽIDLO;PASSER;Zirkel;ΔΙΑΒΗΤΗΣ;Harppi;Compas;KOMPAS;JANGKA;Compasso;コンパス;컴퍼스;PASSER;PASSER;CYRKIEL;Compasso;COMPÁS;PASSARE;KOMPAS
1200001016;Compassion;怜恤;憐恤;SOUCIT;MEDFØLELSE, MEDLIDENHED;Mitleid, Erbarmen;ΣΥΜΠΟΝΙΑ;Sääli, sääliväisyys;Compassion;PANANGNGAASI, PANNAKIPAGRIKNA;IBA HATI;Compassione;同情;동정심;MEDEDOGEN;MEDYNK, MEDFØLELSE;WSPÓŁCZUCIE;Compaixão;COMPASIÓN;MEDÖMKAN;
1200001017;Compensation;赔偿;賠償;NÁHRADA;ERSTATNING;Ersatz;ΑΠΟΖΗΜΙΩΣΗ;Korvaus;Compensation;SUBAD;GANTI RUGI;Compenso;償い;배상, 보상;VERGOEDING;ERSTATNING;ODSZKODOWANIE;Compensação;COMPENSACIÓN;ERSÄTTNING;KABAYARAN
1200001020;Concubine;妾，妃嫔;妾，妃嬪;KONKUBÍNA;MEDHUSTRU;Nebenfrau;ΠΑΛΛΑΚΙΔΑ;Sivuvaimo;Concubine;KAMALALA;GUNDIK;Concubina;そばめ;첩, 후궁;BIJVROUW;MEDHUSTRU;NAŁOŻNICA;Concubina;CONCUBINA;BIHUSTRU;BABAE BILANG PANGALAWAHING ASAWA
1200001021;Congregation;会众;會衆;SBOR;MENIGHED;Versammlung;ΕΚΚΛΗΣΙΑ;Seurakunta;Congrégation;KONGREGASION;JEMAAT;Congregazione;会衆;회중;GEMEENTE;MENIGHET;ZBÓR;Congregação;CONGREGACIÓN;FÖRSAMLING;KONGREGASYON
1200001023;Conjurer;法师;法師;ZAKLÍNAČ;BESVÆRGER;Beschwörer;ΕΠΙΚΑΛΟΥΜΕΝΟΣ ΠΝΕΥΜΑΤΑ;Manaaja;Évocateur d’esprits;ARAN, II;DUKUN;Evocatore;まじない師;초혼자;BEZWEERDER;BESVERGELSE, BESVERGER;;Conjurador;SORTÍLEGO;BESVÄRJARE, BESVÄRJELSE;SALAMANGKERO
1200001024;Conscience;良心;良心;SVĚDOMÍ;SAMVITTIGHED;Gewissen;ΣΥΝΕΙΔΗΣΗ;Omatunto;Conscience;KONSIENSIA;HATI NURANI;Coscienza;良心;양심;GEWETEN;SAMVITTIGHET;SUMIENIE;Consciência;CONCIENCIA;SAMVETE;BUDHI
1200001025;Constable;执法吏;執法吏;ÚŘEDNÍ SLUHA;BETJENT;Amtsdiener;ΡΑΒΔΟΥΧΟΣ;Poliisi;Officier de police;KOSTABLE;PEJABAT KEAMANAN;Littore;警吏;경관;GERECHTSDIENAAR;BETJENT;LIKTOR;Esbirro;ALGUACIL;;KUSTABLE
1200001026;Contribution;奉献，捐献;奉獻，捐獻;PŘÍSPĚVEK;BIDRAG;Beitrag;ΣΥΝΕΙΣΦΟΡΑ;Anti, avustus, lahjoitus;Contribution;KONTRIBUSION;SUMBANGAN;Contribuzione;寄付，寄進，寄進物;헌금, 헌물, 기부, 기여;BIJDRAGE;BIDRAG;;Contribuição;CONTRIBUCIÓN;BIDRAG;ABULOY
1200001027;Convention;圣会;聖會;;STÆVNE;Zusammenkunft;ΣΥΝΕΛΕΥΣΗ;Pyhä kokous;;KOMBENSION;PERTEMUAN;Congresso;大会;대회;SAMENKOMST;SAMMENKOMST;ŚWIĘTE ZGROMADZENIE;Congresso;CONVOCACIÓN;SAMMANKOMST;KOMBENSIYON
1200001028;Conversion;回头;回頭;OBRÁCENÍ;OMVENDELSE;Bekehrung;ΜΕΤΑΣΤΡΟΦΗ;Kääntymys;Conversion;PANNAKAKOMBERTE;PERUBAHAN HALUAN;Conversione;転向;전환;BEKERING;OMVENDELSE;NAWRÓCENIE;Conversão;CONVERSIÓN;OMVÄNDELSE;PAGKAKUMBERTE
1200001032;Copyist;抄写员;抄寫員;OPISOVAČ;;Abschreiber;ΑΝΤΙΓΡΑΦΕΑΣ;Jäljentäjä;Copiste;MANAGKOPIA;PENYALIN;Copista;写字生;필사자;AFSCHRIJVER;;PRZEPISYWACZ;Copista;COPISTA;SKRIVARE, AVSKRIVARE;TAGAKOPYA
1200001034;Coral;珊瑚;珊瑚;KORÁL;KORALLER;Koralle;ΚΟΡΑΛΛΙ;Koralli;Corail;KORALES;KORAL;Corallo;さんご;산호;KORAAL;KORALLER;KORAL;Coral;CORAL;KORALL;KORALES
1200001037;Coriander Seed;芫荽的种子;芫荽的種子;KORIANDROVÉ SEMENO;KORIANDERFRØ;Koriandersamen;ΚΟΡΙΑΝΔΡΟ;Korianterinsiemen;Coriandre (Graine de);KULANTRO, BUKEL TI;KETUMBAR, BIJI;Coriandolo;コエンドロの種;고수씨;KORIANDERZAAD;KORIANDERFRØ;KOLENDRA;Coentro, Semente de;CILANTRO, SEMILLA DE;KORIANDERFRÖ;KULANTRO, BUTO NG
1200001038;Corinth;哥林多;哥林多;KORINT;KORINTH;Korinth;ΚΟΡΙΝΘΟΣ;Korintti;Corinthe;CORINTO;KORINTUS;Corinto;コリント;고린도;KORINTHE;KORINT;KORYNT;Corinto;CORINTO;KORINTH;CORINTO
1200001040;Cormorant;鸬鹚;鸕鶿;KORMORÁN;SKARV;Kormoran;ΦΑΛΑΚΡΟΚΟΡΑΚΑΣ;Merimetso;Cormoran;KASILI;PECUK PADI;Cormorano;鵜;가마우지;AALSCHOLVER;SKARV;KORMORAN;Corvo-marinho;CUERVO MARINO;SKARV;KORMORAN
1200001043;Cornerstone;房角石;房角石;ÚHELNÝ KÁMEN;HJØRNESTEN;Eckstein;ΑΚΡΟΓΩΝΙΑΙΑ ΠΕΤΡΑ;Kulmakivi;Pierre angulaire;BATO A PASULI;BATU PENJURU;Pietra angolare;隅石;모퉁잇돌;HOEKSTEEN;HJØRNESTEIN;KAMIEŃ NAROŻNY;Pedra angular;PIEDRA ANGULAR;HÖRNSTEN;BATONG-PANULOK
1200001044;Cos;科斯;科斯;KÓS;KOS;Kos;ΚΩΣ;Kos;Cos;COS;KOS;Cos;コス;코스;KOS;KOS;KOS;Cós;COS;KOS (2);COS
1200001047;Cotton;棉花;棉花;BAVLNA;BOMULD;Baumwolle;ΒΑΜΒΑΚΙ;Puuvilla;Coton;KAPAS;KAPAS;Cotone;綿，綿布;무명, 목화;KATOEN;BOMULL;BAWEŁNA;Algodão;ALGODÓN;BOMULL;ALGUDON
1200001049;Courage;勇气;勇氣;ODVAHA;MOD;Mut;ΘΑΡΡΟΣ;Rohkeus;Courage;TURED, BILEG;TABAH, KETABAHAN;Coraggio;勇気;용기;MOED;MOT;ODWAGA;Coragem;ÁNIMO;MOD;LAKAS NG LOOB
1200001050;Courier;信使，驿使;信使，驛使;KURÝR;KURÉR;Eilbote;ΤΑΧΥΔΡΟΜΟΣ;Pikalähetti;Courrier;AGITULTULOD;KURIR;Corriere;急使;파발꾼;KOERIER;ILBUD;KURIER;Correio;CORREOS;KURIR;SUGO
1200001053;Cousin;堂兄弟姐妹;堂兄弟姐妹;BRATRANEC, SESTŘENICE;FÆTTER;Vetter;ΕΞΑΔΕΛΦΟΣ;Serkku;Cousin;KASINSIN;SEPUPU;Cugino;いとこ;사촌;NEEF;FETTER;KUZYN;Primo(a);PRIMO;KUSIN;PINSAN
1200001054;Covenant;约;約;SMLOUVA;PAGT, FORBUND;Bund;ΔΙΑΘΗΚΗ;Liitto;Alliance;TULAG;PERJANJIAN;Patto;契約;계약;VERBOND;PAKT;PRZYMIERZE;Pacto;PACTO;FÖRBUND;TIPAN
1200001055;Covetousness;贪婪;貪婪;CHTIVOST;HAVESYGE;Habsucht;ΠΛΕΟΝΕΞΙΑ;Himoitseminen;Convoitise;;KEINGINAN AKAN MILIK ORANG LAIN;Concupiscenza;強欲;탐심;BEGERIGHEID;BEGJÆRLIGHET;ZACHŁANNOŚĆ;Cobiça;CODICIA;HABEGÄR;KAIMBUTAN
1200001056;Cow;牛，母牛;牛，母牛;KRÁVA;KO;Kuh;ΑΓΕΛΑΔΑ;Lehmä;Vache;BAKA;SAPI;Vacca;雌牛;암소;KOE;KU;KROWA;Vaca;VACA;KO;BAKA
1200001059;Craftsman;工匠;工匠;ŘEMESLNÍK;HÅNDVÆRKER;Handwerker;ΤΕΧΝΙΤΗΣ;Käsityöläinen;Artisan;NASIGO A TRABAHADOR;PERAJIN;Artefice, Artigiano;職人;장인, I;HANDWERKSMAN;HÅNDVERKER, KUNSTHÅNDVERKER;RZEMIEŚLNIK;Artífice;ARTESANO;HANTVERKARE;BIHASANG MANGGAGAWA
1200001060;Crag;山岩;山岩;SKALNÍ ÚTES;;Zerklüfteter Felsen;ΑΠΟΚΡΗΜΝΟΣ ΒΡΑΧΟΣ;;;NAPASDOK A BATO;TEBING BATU;Rupe;大岩;;STEILE ROTS;STEIL KLIPPE;;;PEÑASCO;;MALAKING BATO
1200001061;Creation;创造，创造物;創造，創造物;STVOŘENÍ;SKABELSE;Schöpfung;ΔΗΜΙΟΥΡΓΙΑ;Luominen;Création;PANAMARSUA, PARSUA;CIPTAAN;Creazione;創造，創造物;창조, 창조물;SCHEPPING;SKAPELSE, SKAPNING;STWORZENIE;Criação;CREACIÓN;SKAPELSE;PAGLALANG, NILALANG
1200001072;Cricket;蟋蟀;蟋蟀;CVRČEK;FÅREKYLLING;Grille;ΓΡΥΛΟΣ;Sirkka;Grillon;KURIAT;JANGKRIK;Grillo;こおろぎ;귀뚜라미;KREKEL;SIRISS;ŚWIERSZCZ;Grilo;GRILLO;SYRSA;KULIGLIG
1200001074;Crimson;深红色;深紅色;KARMÍNOVÁ;HØJRØD;Karmesin;ΒΥΣΣΙΝΙ;;Cramoisi;CARMESI;;Cremisi;紅;심홍색;;KARMOSINRØDT;KARMAZYN;Carmesim;CARMESÍ;KARMOSINRÖTT;KRIMSON
1200001076;Crocodile;鳄鱼;鱷魚;KROKODÝL;KROKODILLE;Krokodil;ΚΡΟΚΟΔΕΙΛΟΣ;Krokotiili;Crocodile;BUAYA;BUAYA;Coccodrillo;わに;악어;KROKODIL;KROKODILLE;KROKODYL;Crocodilo;COCODRILO;KROKODIL;BUWAYA
1200001077;Cross;十字架;十字架;KŘÍŽ;KORS;Kreuz;ΣΤΑΥΡΟΣ;Risti;Croix;KRUS;SALIB;Croce;十字架;십자가;KRUIS;KORS;KRZYŻ;Cruz;CRUZ;KORS;KRUS
1200001078;Crown;冠冕;冠冕;KORUNA;KRONE;Krone;ΣΤΕΜΜΑ, ΣΤΕΦΑΝΙ;Kruunu;Couronne;KORONA;MAHKOTA;Corona;冠;면류관;KROON;KRONE;KORONA;Coroa;CORONA;KRONA;KORONA
1200001079;Crystal;水晶;水晶;KŘIŠŤÁL;KRYSTAL;Kristall;ΚΡΥΣΤΑΛΛΟ;Kristalli;Cristal;KRISTAL;KRISTAL;Cristallo;水晶;수정;KRISTAL;KRYSTALL;KRYSZTAŁ;Cristal;CRISTAL;KRISTALL;KRISTAL
1200001080;Cubit;肘尺;肘尺;LOKET;ALEN;Elle;ΠΗΧΗΣ;Kyynärä;Coudée;KASIKO;HASTA;Cubito;キュビト;큐빗;EL (II);ALEN;ŁOKIEĆ;Côvado;CODO;ALN;SIKO
1200001081;Cuckoo;杜鹃;杜鵑;KUKAČKA;GØG;Kuckuck;ΚΟΥΚΟΣ;Käki;Coucou;KAKOK;BURUNG KUKU;Cuculo;かっこう;뻐꾸기;KOEKOEK;GJØK;KUKUŁKA;Cuco;CUCLILLO;GÖK;KAKOK
1200001082;Cucumber;黄瓜;黃瓜;OKURKA;AGURK;Gurke;ΑΓΓΟΥΡΙ;Kurkku, I;Concombre;PIPINO;MENTIMUN;Cetriolo;きゅうり;오이;KOMKOMMER;AGURK;OGÓREK;Pepino;PEPINO;GURKA;PIPINO
1200001083;Cud;反刍;反芻;PŘEŽVÝKANÁ PÍCE;DRØV;Wiederkäuen;ΑΝΑΜΑΣΩΜΕΝΗ ΤΡΟΦΗ;Märehtiminen;Ruminant;MANAGNGATINGAT;MAMAH BIAK;Ruminanti;反すう食塊;되새김질;HERKAUWEN;DRØVTYGGING;PRZEŻUWANIE POKARMU;Ruminante;RUMIAR;IDISSLING;DATING KINAIN
1200001084;Cumin;大茴香;大茴香;ŠABREJ;KOMMEN;Kümmel;ΚΥΜΙΝΟ;Kumina;Cumin;KUMINO;JINTAN PUTIH;Comino;クミン;쿠민;KOMIJN;SPISSKARVE;KMIN;Cominho;COMINO;SPISKUMMIN;KOMINO
1200001086;Cup;杯子;杯子;POHÁR;BÆGER;Becher I;ΠΟΤΗΡΙ;;Coupe;KOPA;CAWAN;Calice;杯;잔;BEKER;BEGER;KUBEK;Cálice;COPA;BÄGARE;KOPA
1200001087;Cupbearer;御酒官;御酒官;ČÍŠNÍK;MUNDSKÆNK;Mundschenk;ΟΙΝΟΧΟΟΣ;Juomanlaskija;Échanson;AGAW-AWIT ITI KOPA;JURU MINUMAN;Coppiere;献酌人;술잔 올리는 자;SCHENKER;MUNNSKJENK;PODCZASZY;Copeiro;COPERO;MUNSKÄNK;KATIWALA NG KOPA
1200001088;Curse;诅咒;詛咒;PROKLETÍ;FORBANDELSE;Fluch;ΚΑΤΑΡΑ;Kirous;Malédiction, maudire;LUNOD;KUTUK;Maledire, Maledizione;のろい;저주;VERVLOEKING, VLOEK;FORBANNELSE;PRZEKLEŃSTWO;Maldição;MALDICIÓN;FÖRBANNELSE;
1200001094;Custody;保管;保管;OPATROVÁNÍ;FORVARING;Gewahrsam;ΦΥΛΑΞΗ;Huostaan ottaminen;Garde;PANANGAYWAN, II;TITIP, PENITIPAN;Custodia;保管，拘禁，拘留;보관, 보호;VERZEKERDE BEWARING;VARETEKT, FORVARING;STRAŻ, DOZÓR;Custódia, detenção;CUSTODIA;FÖRVAR;PAG-IINGAT
1200001096;Cutting Off;剪除;剪除;ODŘÍZNUTÍ;;Abschneidung;ΕΚΚΟΠΗ;Pois karsiminen;Retranchement;PANNAKAGESSAT;MUSNAH, MEMUSNAHKAN;Stroncamento;絶つ，断つ，切断;끊어짐;AFSNIJDING;AVSKJÆRELSE;ZGŁADZENIE;Decepamento;CORTAMIENTO;UTROTNING, AVSKÄRANDE;PAGKALIPOL
1200001099;Cypress;柏树;柏樹;CYPŘIŠ;CYPRES;Zypresse;ΚΥΠΑΡΙΣΣΙ;Sypressi;Cyprès;SIPRES;CEMARA;Cipresso;いとすぎ;편백;CIPRES;SYPRESS;CYPRYS;Cipreste;CIPRÉS;CYPRESS;SIPRES
1200001100;Cyprus;塞浦路斯;塞浦路斯;KYPR;CYPERN;Zypern;ΚΥΠΡΟΣ;Kypros;Chypre;CHIPRE;SIPRUS;Cipro;キプロス;키프로스;CYPRUS;KYPROS;CYPR;Chipre;CHIPRE;CYPERN;CIPRUS
1200001102;Cyrus;居鲁士;居魯士;KÝROS;KYROS;Cyrus;ΚΥΡΟΣ;Kyyros;Cyrus;CIRO;KORES;Ciro;キュロス;키루스;CYRUS;KYROS;CYRUS;Ciro;CIRO;CYRUS;CIRO
1200001105;Dagger;匕首;匕首;DÝKA;DOLK;Dolch;ΞΙΦΙΔΙΟ;Tikari;Poignard;PUNIAL;BELATI;Daga;短剣;단검;DOLK;DOLK;;Punhal;DAGA;DOLK;SUNDANG
1200001107;Dagon;大衮;大袞;DAGON;DAGON;Dagon;ΔΑΓΩΝ;Dagon;Dagôn;DAGON;DAGON;Dagon;ダゴン;다곤;DAGON;DAGON;DAGON;Dagom;DAGÓN;DAGON;DAGON
1200001108;Daleth;达莱特;達萊特;DALETH;DALÆTH;Dalet;ΝΤΑΛΕΘ;Dalet;Dalèth;DALETH;DALET;Daleth;ダーレト;달레트;DALETH;DALETH;DALET;Dálete;DÁLETH;DALETH;DALET
1200001110;Dalmatia;达尔马提亚;達爾馬提亞;DALMÁCIE;DALMATIEN;Dalmatien;ΔΑΛΜΑΤΙΑ;Dalmatia;Dalmatie;DALMACIA;DALMATIA;Dalmazia;ダルマティア;달마티아;DALMATIË;DALMATIA;DALMACJA;Dalmácia;DALMACIA;DALMATIEN;DALMACIA
1200001114;Damascus;大马士革;大馬士革;DAMAŠEK;DAMASKUS;Damaskus;ΔΑΜΑΣΚΟΣ;Damaskos;Damas;DAMASCO;DAMASKUS;Damasco;ダマスカス;다마스쿠스;DAMASKUS;DAMASKUS;DAMASZEK;Damasco;DAMASCO;DAMASKUS;DAMASCO
1200001116;Dancing;跳舞;跳舞;TANEC;DANS;Tanzen;ΧΟΡΟΣ;Tanssi;Danse;PANAGSALA;TARIAN;Danza;踊り，舞;춤;DANSEN;DANS;TANIEC;Dança;BAILE;DANS;PAGSASAYAW
1200001117;Daniel;但以理;但以理;DANIEL;DANIEL;Daniel;ΔΑΝΙΗΛ;Daniel;Daniel;DANIEL;DANIEL;Daniele;ダニエル;다니엘;DANIËL;DANIEL;DANIEL;Daniel;DANIEL;DANIEL;DANIEL
1200001126;Date;椰枣;椰棗;DATLE;DADDEL;Dattel;ΧΟΥΡΜΑΣ;Taateli;Datte;DATILES;KURMA;Dattero;なつめやし;대추야자;DADEL;DADDEL;DAKTYL;Tâmara;DÁTIL;DADEL;DATILES
1200001128;Daughter;女儿;女兒;DCERA;DATTER;Tochter;ΚΟΡΗ;Tytär;Fille;ANAK A BABAI, ANAK;ANAK PEREMPUAN;Figlia;娘;딸;DOCHTER;DATTER;CÓRKA;Filha;;DOTTER;ANAK NA BABAE, ANAK
1200001129;Daughter-in-law;媳妇;媳婦;SNACHA;SVIGERDATTER;Schwiegertochter;ΝΥΦΗ;Miniä;Belle-fille;MANUGANG A BABAI;MENANTU PEREMPUAN;Nuora;嫁;며느리;SCHOONDOCHTER;;SYNOWA;Nora;NUERA;SVÄRDOTTER;MANUGANG NA BABAE
1200001130;David;大卫;大衛;DAVID;DAVID;David;ΔΑΒΙΔ;Daavid;David;DAVID;DAUD;Davide;ダビデ;다윗;DAVID;DAVID;DAWID;Davi;DAVID;DAVID;DAVID
1200001132;Day;日;日;DEN;DAG;Tag;ΗΜΕΡΑ;Päivä;Jour;ALDAW;HARI;Giorno;日，昼;날, 낮;DAG;DAG;DZIEŃ;Dia;DÍA;DAG;ARAW,
1200001134;Dead Sea;死海;死海;MRTVÉ MOŘE;DØDE HAV, DET;Totes Meer;ΝΕΚΡΑ ΘΑΛΑΣΣΑ;Kuollutmeri;Mer Morte;NATAY A BAYBAY;LAUT MATI;Mar Morto;死海;사해;DODE ZEE;DØDEHAVET;MARTWE, MORZE;Mar Morto;MAR MUERTO;DÖDA HAVET;DAGAT NA PATAY
1200001135;Deafness;耳聋;耳聾;HLUCHOTA;DØVHED;Taubheit;ΚΩΦΩΣΗ;Kuurous;Surdité;KINATULENG;TULI;Sordità;耳が聞こえない;귀먹다;DOOFHEID;DØVHET;GŁUCHOTA;Surdez;SORDERA;DÖVHET;PAGKABINGI
1200001136;Death;死亡;死亡;SMRT;DØDEN;Tod;ΘΑΝΑΤΟΣ;Kuolema;Mort;IPAPATAY;MATI, KEMATIAN;Morte;死;죽음;DOOD;DØDEN;ŚMIERĆ;Morte;MUERTE;DÖDEN;KAMATAYAN
1200001140;Decalogue;;;DEKALOG;DEKALOGEN;Dekalog;;;Décalogue;DEKALOGO;DASATITAH;Decalogo;デカローグ;;DECALOOG;DEKALOGEN;DEKALOG;Decálogo;DECÁLOGO;DEKALOGEN;DEKALOGO
1200001144;Dedication;献身;獻身;ZASVĚCENÍ (I);INDVIELSE;Hingabe, Weihe;ΑΦΙΕΡΩΣΗ;Vihkiminen, vihkiäiset;Consécration;DEDIKASION;PEMBAKTIAN;Dedicazione;献納;봉헌, 헌신;OPDRACHT;INNVIELSE;POŚWIĘCENIE;Dedicação;DEDICACIÓN;ÖVERLÄMNANDE;PAG-AALAY
1200001145;Deed;契据;契據;LISTINA;KONTRAKT;Urkunde;ΣΥΜΒΟΛΑΙΟ;Kauppakirja;Acte;KASURATAN, II;AKTA;Atto;証書;증서;AKTE;KONTRAKT;AKT PRAWNY;Escritura, II;ESCRITURA DE COMPRA;KONTRAKT;KASULATAN,
1200001146;Defect;缺陷;缺陷;;;Gebrechen;ΕΛΑΤΤΩΜΑ;;Tare;PILAW;;Difetto;欠陥;결함;;FEIL;WADA;Defeito;DEFECTO;FEL;DEPEKTO
1200001149;Delilah;大利拉;大利拉;DELILA;DALILA;Delila;ΔΑΛΙΔΑ;Delila;Dalila;DALILA;DELILA;Dalila;デリラ;들릴라;DELILA;DALILA;DALILA;Dalila;DALILA;DELILA;DELAILA
1200001150;Deluge;大洪水;大洪水;POTOPA;VANDFLODEN;Sintflut;ΚΑΤΑΚΛΥΣΜΟΣ;Vedenpaisumus;Déluge;LAYUS;AIR BAH;Diluvio;大洪水;대홍수;VLOED;VANNFLOMMEN;POTOP;Dilúvio;DILUVIO;DEN STORA ÖVERSVÄMNINGEN;DELUBYO
1200001152;Demetrius;底米特;底米特;DEMETRIOS;DEMETRIUS;Demetrius;ΔΗΜΗΤΡΙΟΣ;Demetrios;Démétrius;DEMETRIO;DEMETRIUS;Demetrio;デメテリオ;데메드리오;DEMETRIUS;DEMETRIUS;DEMETRIUSZ;Demétrio;DEMETRIO;DEMETRIOS;DEMETRIO
1200001153;Demon;邪灵;邪靈;DÉMON;DÆMON;Dämon;ΔΑΙΜΟΝΑΣ;Demoni;Démon;SAIRO;HANTU;Demonio;悪霊;악귀;DEMON;DEMON;DEMON;Demônio;DEMONIO;DEMON;DEMONYO
1200001157;Deputy;长官（以色列的）;長官（以色列的）;ZÁSTUPCE, ZMOCNĚNEC;PRÆFEKT;Bevollmächtigter;ΔΙΑΧΕΙΡΙΣΤΗΣ;Valtuutettu;Délégué;DIPUTADO;PEJABAT DAERAH;Delegato;代官;대리관;GEVOLMACHTIGDE;FOGD;PEŁNOMOCNIK;Preposto;COMISARIO;FOGDE;KINATAWAN
1200001159;Desert;荒漠;荒漠;POUŠŤ;;Wüste;;Aavikko;;DESIERTO;GURUN;;砂漠;사막;WOESTIJN;ØRKEN;PUSTYNIA;Deserto;;ÖKEN;DISYERTO
1200001160;Destruction;毁灭;毁滅;ZNIČENÍ;ØDELÆGGELSE, UDRYDDELSE;Vernichtung;ΚΑΤΑΣΤΡΟΦΗ;Tuho;Destruction;PANANGDADAEL;BINASA, PEMBINASAAN;Distruzione;滅び;멸망;VERNIETIGING;TILINTETGJØRELSE;ZAGŁADA, ZNISZCZENIE;Destruição;DESTRUCCIÓN;TILLINTETGÖRELSE;PAGPUKSA, PAGWASAK
1200001163;Deuteronomy;申命记;申命記;MOJŽÍŠOVA (PÁTÁ KNIHA);;Deuteronomium (5. Mose);ΔΕΥΤΕΡΟΝΟΜΙΟ;Viides Mooseksen kirja;Deutéronome;DEUTERONOMIO;ULANGAN, BUKU;Deuteronomio;申命記;신명기;DEUTERONOMIUM;;POWTÓRZONEGO PRAWA, KSIĘGA;Deuteronômio;DEUTERONOMIO, LIBRO DE;;DEUTERONOMIO
1200001164;Devil;魔鬼;魔鬼;ĎÁBEL;DJÆVELEN;Teufel;ΔΙΑΒΟΛΟΣ;Panettelija;Diable;DIABLO;IBLIS;Diavolo;悪魔;마귀;DUIVEL;DJEVELEN;DIABEŁ;Diabo;DIABLO;DJÄVULEN;DIYABLO
1200001166;Devotion;效忠;效忠;ODDANOST;;Ergebenheit;ΑΦΟΣΙΩΣΗ;Antaumus;;DEBOSION;;Devozione;専心;정성;TOEWIJDING;;ODDANIE;;;HÄNGIVENHET;DEBOSYON
1200001167;Dew;露水;露水;ROSA;DUG;Tau;ΔΡΟΣΙΑ;Kaste, II;Rosée;LINNAAW;EMBUN;Rugiada;露;이슬;DAUW;DUGG;ROSA;Orvalho;ROCÍO;DAGG;HAMOG
1200001168;Diadem;王冠;王冠;DIADÉM;DIADEM;Diadem;ΔΙΑΔΗΜΑ;Diadeemi;Diadème;BALANGAT;DIADEM;Diadema;王冠;왕관;DIADEEM;DIADEM;DIADEM;Diadema;DIADEMA;DIADEM;DIADEMA
1200001169;Diamond;金刚石，钻石;金剛石，鑽石;DIAMANT;DIAMANT;Diamant;ΔΙΑΜΑΝΤΙ;Timantti;Diamant;DIAMANTE;INTAN;Diamante;金剛石;다이아몬드;DIAMANT;DIAMANT;DIAMENT;Diamante;DIAMANTE;DIAMANT;DIAMANTE
1200001178;Dill;莳萝;蒔蘿;KOPR;DILD;Dill;ΑΝΗΘΟΣ;Tilli;Aneth;ENELDO;ADAS;Aneto;いのんど;딜;DILLE;DILL;KOPER;Endro;ENELDO;DILL;ENELDO
1200001184;Dionysius;丢尼修;丟尼修;DIONYSIOS;DIONYSIUS;Dionysius;ΔΙΟΝΥΣΙΟΣ;Dionysios;Dionysius;DIONISIO;DIONISIUS;Dionisio;デオヌシオ;디오누시오;DIONYSIUS;DIONYSIOS;DIONIZY;Dionísio;DIONISIO;DIONYSIOS;DIONISIO
1200001187;Dirge;哀歌;哀歌;ŽALOZPĚV;KLAGESANG;Totenklagelied;ΘΡΗΝΩΔΙΑ;Surulaulu;Chant funèbre;DUNG-AW;NYANYIAN RATAPAN;Canto funebre;哀歌，I;비가;KLAAGLIED;KLAGESANG;PIEŚŃ ŻAŁOBNA;Endecha;ENDECHA;KLAGOSÅNG;PANAMBITAN
