ID;English;Chinese Simplified;Chinese Traditional;Czech;Danish;German;Greek;Finnish;French;Iloko;Indonesian;Italian;Japanese;Korean;Netherlands;Norwege;Polish;Portugese;Spanish;Swedish;Tagalog
ID;en;zh-hans;zh-hant;cs;da;de;el;fi;fr;ilo;id;it;ja;ko;nl;no;pl;pt;es;sv;tl 
1200000005;Aaron;亚伦;亞倫;ÁRON;ARON;Aaron;ΑΑΡΩΝ;Aaron;Aaron;AARON;HARUN;Aaronne;アロン;아론;AÄRON;ARON;AARON;Arão;AARÓN;ARON;AARON
1200000006;Ab;阿布月;阿布月;AB;AB;Ab;ΑΒ;Ab;Ab;AB;AB;Ab;アブ;아브월;AB;AB;AB;Ab;AB;AB;AB
1200000018;Abel;亚伯;亞伯;ABEL;ABEL;Abel;ΑΒΕΛ;Abel;Abel;ABEL;HABEL;Abele;アベル;아벨;ABEL;ABEL;ABEL;Abel;ABEL;ABEL;ABEL
1200000043;Abilene;亚比利尼;亞比利尼;ABILÉNA;ABILENE;Abilene;ΑΒΙΛΗΝΗ;Abilene;Abilène;ABILINIA;ABILENE;Abilene;アビレネ;아빌레네;ABILENE;ABILENE;ABILENA;Abilene;ABILENE;ABILENE;ABILINIA
1200000059;Abortion;流产;流産;POTRAT, ZMETÁNÍ;ABORT;Fehlgeburt;ΑΠΟΒΟΛΗ, 1;Keskenmeno;Avortement;PANNAKAREGREG TI SIKOG;KEGUGURAN;Aborto;流産，妊娠中絶;낙태;MISDRACHT, MISKRAAM;ABORT;PORONIENIE;Aborto;ABORTO;ABORT;ABORSIYON
1200000060;Abraham;亚伯拉罕;亞伯拉罕;ABRAHAM;ABRAHAM;Abraham;ΑΒΡΑΑΜ;Abraham;Abraham;ABRAHAM;ABRAHAM;Abraamo;アブラハム;아브라함;ABRAHAM;ABRAHAM;ABRAHAM;Abraão;ABRAHÁN;ABRAHAM;ABRAHAM
1200000065;Abyss;无底深渊;無底深淵;PROPAST;AFGRUND;Abgrund;ΑΒΥΣΣΟΣ;Syvyys;Abîme;MANGLIWENGLIWENG, YUYENG;JURANG YANG TIDAK TERDUGA DALAMNYA;Abisso;底知れぬ深み;무저갱;AFGROND;AVGRUNNEN;OTCHŁAŃ;Abismo;ABISMO;AVGRUND;KALALIMAN
1200000066;Acacia;金合欢;金合歡;AKÁCIE;AKACIE;Akazie;ΑΚΑΚΙΑ;Akasia;Acacia;AKASIA;AKASIA;Acacia;アカシア;아카시아나무;ACACIA;AKASIE;AKACJA;Acácia;ACACIA;AKACIA;AKASYA
1200000071;Accusation;指控;指控;OBŽALOBA;ANKLAGE;Anklage;ΚΑΤΗΓΟΡΙΑ;Syytös;Accusation;PAMMABASOL, PANANGAKUSAR, DARUM;TUDUHAN;Accusa;訴え，告訴，告発;고발, 비난;BESCHULDIGING;ANKLAGE;OSKARŻENIE;Acusação;ACUSACIÓN;ANKLAGELSE;AKUSASYON
1200000083;Acre;亩;畝;AKR;;;ΣΤΡΕΜΜΑ;Auranala;Arpent;ACRE;EKAR;Iugero;エーカー;하루갈이;JUK (I);PLOGLAND;MORGA;Jeira;YUGADA;PLOGLAND;AKRE
1200000088;Adalia;亚大利雅;亞大利雅;ADALJA;ADALJA;Adalja;ΑΔΑΛΙΑΣ;Adalja;Adalia;ADALIA;ADALIA;Adalia;アダルヤ;아달리야;ADALJA;ADALJA;ADALIA;Adalia;ADALÍA;ADALJA;ADALIA
1200000089;Adam;亚当;亞當;ADAM;ADAM;Adam;ΑΔΑΜ;Aadam;Adam;ADAN;ADAM;Adamo;アダム;아담;ADAM;ADAM;ADAM;Adão;ADÁN;ADAM;ADAN
1200000092;Adar;亚达月;亞達月;ADAR;ADAR;Adar;ΑΔΑΡ, 2;Adar;Adar;ADAR;ADAR, I;Adar, II;アダル;아달월;ADAR;ADAR;ADAR;Adar;ADAR;ADAR;ADAR
1200000102;Adjutant;副官;副官;POBOČNÍK;ADJUDANT;Adjutant;ΥΠΑΣΠΙΣΤΗΣ;Adjutantti;Aide de camp;AYUDANTE;AJUDAN;Aiutante;副官;부관;ADJUDANT;ADJUTANT;PRZYBOCZNY;Ajudante-de-ordens;ADJUTOR;ADJUTANT;AYUDANTE
1200000106;Administration;管理安排;管理安排;SPRÁVA;ADMINISTRATION;Verwaltung;ΔΙΟΙΚΗΣΗ, ΔΙΑΧΕΙΡΙΣΗ;Hallinto;Administration;PANANGAYWAN, I;ADMINISTRASI;Amministrazione;管理;관리, 관리 체제, 행정;BESTUUR;ADMINISTRASJON, FORVALTNING;ZARZĄDZANIE;Administração;ADMINISTRACIÓN;FÖRVALTNING;PANGANGASIWA
1200000114;Adoption;收纳做儿子;收納做兒子;ADOPCE;ADOPTION;Annahme an Sohnes Statt, Adoption;ΥΙΟΘΕΣΙΑ;Pojaksiotto, adoptio;Adoption;PANAGAMPON;ANGKAT ANAK;Adozione;養子縁組;입양;AANNEMING, ADOPTIE;ADOPSJON;USYNOWIENIE;Adoção;ADOPCIÓN;ADOPTION;PAG-AAMPON
1200000117;Adornment;装饰;裝飾;ZDOBENÍ;PRYDELSE;Schmuck;ΣΤΟΛΙΣΜΟΣ;Kaunistus;;;DANDANAN;Adornamento;飾り物，飾り;단장;VERSIERING;PRYD, PRYDELSE;;Adorno;ADORNO(S);PRYDNAD;KAGAYAKAN
1200000123;Adultery;通奸;通姦;CIZOLOŽSTVÍ;ÆGTESKABSBRUD;Ehebruch;ΜΟΙΧΕΙΑ;Aviorikos;Adultère;PANNAKIKAMALALA;ZINA, PERZINAAN;Adulterio;姦淫;간음;OVERSPEL;EKTESKAPSBRUDD;CUDZOŁÓSTWO;Adultério;ADULTERIO;ÄKTENSKAPSBROTT;PANGANGALUNYA
1200000125;Adversary;敌人;敵人;PROTIVNÍK;MODSTANDER;Widersacher;ΑΝΤΙΔΙΚΟΣ;Vastustaja;Adversaire;KALABAN;LAWAN;Avversario;敵対者，敵対する者;적대자;TEGENSTANDER;MOTSTANDER;WRÓG;Adversário;ADVERSARIO;MOTSTÅNDARE;KALABAN
1200000126;Aeneas;以尼雅;以尼雅;AINEAS;ÆNEAS;Äneas;ΑΙΝΕΑΣ;Aineas;Énée;ENEAS;ENEAS;Enea;アイネア;애니아;ENEAS;ÆNEAS;ENEASZ;Enéias;ENEAS;ENEAS;ENEAS
1200000128;Affection;深厚的感情;深厚的感情;NÁKLONNOST;HENGIVENHED;Zuneigung;ΣΤΟΡΓΗ;Kiintymys;Affection;;KASIH SAYANG;Affetto, Affezione;愛情，情愛;애정;GENEGENHEID;HENGIVENHET;;Afeição;CARIÑO;TILLGIVENHET;PAGMAMAHAL
1200000132;Agate;玛瑙;瑪瑙;ACHÁT;AGAT;Achat;ΑΧΑΤΗΣ;Akaatti;Agate;AGATA;AKIK;Agata;めのう;마노;AGAAT;AGAT;AGAT;Ágata;ÁGATA;AGAT;AGATA
1200000133;Age;年龄，岁数;年齡，歲數;VĚK;ALDER;Alter;ΗΛΙΚΙΑ;Ikä;Âge;EDAD;USIA;Età;年齢，時代;나이;LEEFTIJD;ALDER;WIEK;Idade, era;EDAD;ÅLDER;EDAD
1200000134;Agee;亚基;亞基;AGEE;AGE;Age;ΑΓΑΙ;Age;Agué;AGE;AGE;Aghee;アゲ;아게;AGE;AGE;AGE;Agé;AGUÉ;AGE;AGEE
1200000135;Agriculture;农业;農業;ZEMĚDĚLSTVÍ;LANDBRUG;Landwirtschaft;ΓΕΩΡΓΙΑ;Maatalous;Agriculture;AGRIKULTURA;TANI, PERTANIAN;Agricoltura;農業;농사;LANDBOUW;JORDBRUK;ROLNICTWO;Agricultura;AGRICULTURA;JORDBRUK;AGRIKULTURA
1200000136;Agrippa;亚基帕;亞基帕;AGRIPPA;AGRIPPA;Agrippa;ΑΓΡΙΠΠΑΣ;Agrippa;Agrippa;AGRIPA;AGRIPA;Agrippa;アグリッパ;아그리파;AGRIPPA;AGRIPPA;AGRYPPA;Agripa;AGRIPA;AGRIPPA;AGRIPA
1200000138;Ahab;亚哈;亞哈;ACHAB;AKAB;Ahab;ΑΧΑΑΒ;Ahab;Ahab;ACAB;AHAB;Acab;アハブ;아합;ACHAB;AKAB;ACHAB;Acabe;ACAB;AHAB;AHAB
1200000178;Ai;艾城;艾城;AI;AJ;Ai;ΓΑΙ;Ai;Aï;AI;AI;Ai;アイ;아이, I;AI;AI;AJ;Ai;HAI;AJ;AI
1200000184;Akan;雅康;雅康;AKAN;AKAN;Akan;ΑΚΑΝ;Akan;Aqân;AKAN;AKAN;;アカン，II;아칸;AKAN;;AKAN;Ácã;AQÁN;;AKAN
1200000188;Alabaster;雪花石;雪花石;ALABASTR;ALABAST;Alabaster;ΑΛΑΒΑΣΤΡΟ;Alabasteri;Albâtre;ALABASTRO;PUALAM;Alabastro;雪花石こう;설화 석고 용기;ALBAST;ALABAST, ALABASTKRUKKE;ALABASTER;Alabastro;ALABASTRO;ALABASTER;ALABASTRO
1200000192;Alexander;亚历山大;亞歷山大;ALEXANDR;ALEXANDER;Alexander;ΑΛΕΞΑΝΔΡΟΣ;Aleksanteri;Alexandre;ALEJANDRO;ALEKSANDER;Alessandro;アレクサンドロス;알렉산더;ALEXANDER;ALEKSANDER;ALEKSANDER;Alexandre;ALEJANDRO;ALEXANDER;ALEJANDRO
1200000193;Alexandria;亚历山大（城）;亞歷山大（城）;ALEXANDRIE;ALEXANDRIA;Alexandria;ΑΛΕΞΑΝΔΡΕΙΑ;Aleksandria;Alexandrie;ALEJANDRIA;ALEKSANDRIA;Alessandria;アレクサンドリア;알렉산드리아;ALEXANDRIË;ALEXANDRIA;ALEKSANDRIA;Alexandria;ALEJANDRÍA;ALEXANDRIA;ALEJANDRIA
1200000196;Alkali;硷;鹼;ALKÁLIE;SODA;Alkali;ΑΛΚΑΛΙ;Sooda;Alcali;ALKALI;ALKALI;Alcali;アルカリ;알칼리;ALKALI;ALKALI;SODA;Álcali;ÁLCALI;ALKALI;SOSA
1200000198;Alliance;结盟;結盟;SPOJENECTVÍ,;;Bündnis;ΣΥΜΜΑΧΙΑ;Liittoutuminen;;ALIANSA;PERSEKUTUAN;Alleanza;同盟;동맹;VERBINTENIS;FORBUND;SOJUSZ;Aliança;ALIANZA;;ALYANSA
1200000201;Almighty;全能者;全能者;VŠEMOHOUCÍ;ALMÆGTIGE, DEN;Allmächtiger;ΠΑΝΤΟΔΥΝΑΜΟΣ;Kaikkivaltias;Tout-Puissant;MANNAKABALIN-AMIN;MAHAKUASA;Onnipotente;全能，全能者;전능자;ALMACHTIGE;ALLMEKTIGE, DEN;WSZECHMOCNY;Todo-Poderoso;TODOPODEROSO;ALLSMÄKTIGE, DEN;MAKAPANGYARIHAN-SA-LAHAT
1200000204;Almond;杏树;杏樹;MANDLOŇ;MANDEL;Mandelbaum;ΑΜΥΓΔΑΛΙΑ, ΑΜΥΓΔΑΛΟ;Mantelipuu;Amandier;ALMENDRO;BADAM;Mandorlo;アーモンド;아몬드나무;AMANDEL;MANDELTRE, MANDLER;MIGDAŁOWIEC, MIGDAŁ;Amendoeira;ALMENDRO;MANDEL;ALMENDRAS
1200000208;Alpha and Omega;阿尔法和奥米伽;阿爾法和奧米伽;ALFA A;ALFA OG OMEGA;Alpha und Omega;ΑΛΦΑ ΚΑΙ ΩΜΕΓΑ;Alfa ja Omega;Alpha et Oméga;ALFA KEN OMEGA;ALFA DAN OMEGA;Alfa e Omega;アルファとオメガ;알파와 오메가;ALFA EN OMEGA;ALFA OG OMEGA;ALFA I;Alfa e ômega;ALFA Y OMEGA;ALFA OCH OMEGA;ALPHA AT OMEGA
1200000210;Altar;坛;壇;OLTÁŘ;ALTER;Altar;ΘΥΣΙΑΣΤΗΡΙΟ;Alttari;Autel;ALTAR;MEZBAH;Altare;祭壇;제단;ALTAAR;ALTER;OŁTARZ;Altar;ALTAR;ALTARE;ALTAR
1200000225;Ambassador;大使;大使;VYSLANEC;AMBASSADØR;Gesandter;ΠΡΕΣΒΕΥΤΗΣ;Lähettiläs;Ambassadeur;EMBAHADOR;DUTA;Ambasciatore;大使;대사;GEZANT;AMBASSADØR, SENDEMANN;AMBASADOR;Embaixador;EMBAJADOR;AMBASSADÖR;EMBAHADOR
1200000226;Ambush;伏击;伏擊;ZÁLOHA;BAGHOLD;Hinterhalt;ΕΝΕΔΡΑ;Väijytys;Embuscade;PANAGSANEB;ADANG, PENGADANGAN;Agguato;待ち伏せ，伏兵;매복, 복병;HINDERLAAG;BAKHOLD;ZASADZKA;Emboscada;EMBOSCADA;BAKHÅLL;PAGTAMBANG
1200000227;Amen;阿们;阿們;AMEN;AMEN;Amen;ΑΜΗΝ;Aamen;Amen;AMEN;AMIN;Amen;アーメン;아멘;AMEN;AMEN;AMEN;Amém;AMÉN;AMEN;AMEN
1200000228;Amethyst;紫晶;紫晶;AMETYST;AMETYST;Amethyst;ΑΜΕΘΥΣΤΟΣ;Ametisti;Améthyste;AMATISTA;KECUBUNG;Ametista;紫水晶;자수정;AMETHIST;AMETYST;AMETYST;Ametista;AMATISTA;AMETIST;AMATISTA
1200000241;Amnesty;大赦;大赦;AMNESTIE;AMNESTI;Amnestie;ΑΜΝΗΣΤΙΑ;Armahdus;Amnistie;AMNESTIA;AMNESTI;Amnistia;大赦;사면;AMNESTIE;AMNESTI;AMNESTIA;Anistia;AMNISTÍA;AMNESTI;AMNESTIYA
1200000244;Amon;亚们;亞們;AMON;AMON;Amon;ΑΜΩΝ;Amon;Amôn;AMON;AMON;Amon;アモン;아몬;AMON;AMON;AMON;Amom,;AMÓN;AMON;AMON
1200000246;Amos;阿摩司;阿摩司;AMOS;AMOS;Amos;ΑΜΩΣ;Aamos;Amos;AMOS;AMOS;Amos;アモス;아모스;AMOS;AMOS;AMOS;Amós;AMÓS;AMOS;AMOS
1200000267;Ananias;亚拿尼亚;亞拿尼亞;ANANIÁŠ;ANANIAS;Ananias;;Ananias;Ananias;ANANIAS;ANANIAS;;アナニア;아나니아;ANANIAS;ANANIAS;ANANIASZ;Ananias, II;ANANÍAS;ANANIAS;ANANIAS
1200000271;Anchor;锚;錨;KOTVA;ANKER;Anker;ΑΓΚΥΡΑ;Ankkuri;Ancre;ANGKLA;JANGKAR;Ancora;錨;닻;ANKER;ANKER;KOTWICA;Âncora;ANCLA;ANKARE;ANGKLA
1200000273;Andrew;安得烈;安得烈;ONDŘEJ;ANDREAS;Andreas;ΑΝΔΡΕΑΣ;Andreas;André;ANDRES;ANDREAS;Andrea;アンデレ;안드레;ANDREAS;ANDREAS;ANDRZEJ;André;ANDRÉS;ANDREAS;ANDRES
1200000277;Angel;天使;天使;ANDĚL;ENGEL;Engel;ΑΓΓΕΛΟΣ;Enkeli;Ange;ANGHEL;MALAIKAT;Angelo;み使い;천사;ENGEL;ENGEL;ANIOŁOWIE;Anjo;ÁNGEL;ÄNGEL;ANGHEL
1200000278;Anger;怒气;怒氣;HNĚV;VREDE;Zorn;ΘΥΜΟΣ;Suuttumus;Colère;UNGET;MARAH, KEMARAHAN;Ira, II;怒り;분노;TOORN;VREDE;GNIEW;Ira, I;CÓLERA;VREDE;GALIT
1200000282;Anklet;脚镯;腳鐲;KOTNÍKOVÝ ŘETÍZEK;ANKELKÆDE, ANKELRING;Fußkettchen;ΠΕΡΙΣΦΥΡΙΟ;Nilkkarengas;Bracelet de cheville;PULSERAS TI PALAYPALAY;GELANG KAKI;;足首飾り;발목 장식;VOETKETTINKJE;ANKELKJEDE, ANKELRING;ŁAŃCUSZKI NA NOGI;Tornozeleira;AJORCA;VRISTKEDJA;PULSERAS SA BUKUNG-BUKONG
1200000283;Anna;安娜;安娜;ANNA;ANNA;Anna;;Anna;Anne;ANA;;;アンナ;안나;ANNA;ANNA;;Ana, II;;;ANA
1200000287;Ant;蚂蚁;螞蟻;MRAVENEC;MYRE;Ameise;ΜΥΡΜΗΓΚΙ;Muurahainen;Fourmi;KUTON;SEMUT;Formica;あり;개미;MIER;MAUR;MRÓWKA;Formiga;HORMIGA;MYRA (2);LANGGAM
1200000288;Antelope;羚;羚;ANTILOPA;ANTILOPE;Antilope;ΑΝΤΙΛΟΠΗ;Antilooppi;Antilope;ANTILOP;ANTELOP;Antilope;れいよう;영양;ANTILOPE;ANTILOPE;ANTYLOPA;Antílope;ANTÍLOPE;ANTILOP;ANTILOPE
1200000290;Antichrist;基督的敌人;基督的敵人;ANTIKRIST;ANTIKRIST;Antichrist;ΑΝΤΙΧΡΙΣΤΟΣ;Antikristus;Antichrist;ANTIKRISTO;ANTIKRISTUS;Anticristo;反キリスト;적그리스도;ANTICHRIST;ANTIKRIST;ANTYCHRYST;Anticristo;ANTICRISTO;ANTIKRIST;ANTIKRISTO
1200000292;Antioch;安提阿;安提阿;ANTIOCHIE;ANTIOCHIA;Antiochia;ΑΝΤΙΟΧΕΙΑ;Antiokia;Antioche;ANTIOQUIA;ANTIOKHIA;Antiochia;アンティオキア;안티오크;ANTIOCHIË;ANTIOKIA;ANTIOCHIA;Antioquia;ANTIOQUÍA;ANTIOKIA;ANTIOQUIA
1200000297;Anxiety;忧虑，挂虑;憂慮，掛慮;ÚZKOST;BEKYMRING, ÆNGSTELSE;Sorge, Besorgnis;ΑΝΗΣΥΧΙΑ;Huoli;Inquiétude;PAKARINGGORAN;KHAWATIR, KEKHAWATIRAN;Ansia, Ansietà;心配，思い煩い;염려;BEZORGDHEID;BEKYMRING, ENGSTELSE;TROSKA, ZMARTWIENIE;Ansiedade;INQUIETUD;BEKYMMER, ORO, ÄNGSLAN;KABALISAHAN
1200000298;Ape;猿猴;猿猴;OPICE;ABE;Affe;ΠΙΘΗΚΟΣ;Apina;Singe;BAKES;KERA;Scimmia;さる;원숭이;AAP;APE;MAŁPA;Macaco;MONO;APA;UNGGOY
1200000305;Apocrypha;次经;次經;APOKRYFY;APOKRYFER;Apokryphen;ΑΠΟΚΡΥΦΑ;Apokryfit;Apocryphes;APOKRIPA;APOKRIFA;Apocrifi;外典;경외서, 외경;APOCRIEFEN;APOKRYFER;APOKRYFY;Apócrifos;APÓCRIFOS, LIBROS;APOKRYFER;APOKRIPA
1200000309;Apostasy;叛道;叛道;ODPADNUTÍ;FRAFALD;Abfall, Abtrünnigkeit;ΑΠΟΣΤΑΣΙΑ;Luopumus;Apostasie;APOSTASIA;MURTAD, KEMURTADAN;Apostasia;背教;배교;AFVAL, AFVALLIGHEID;FRAFALL;ODSTĘPSTWO;Apostasia;APOSTASÍA;AVFALL, AVFÄLLIGHET;APOSTASYA
1200000310;Apostle;使徒;使徒;APOŠTOL;APOSTEL;Apostel;ΑΠΟΣΤΟΛΟΣ;Apostoli;Apôtre;APOSTOL;RASUL;Apostolo;使徒;사도;APOSTEL;APOSTEL;APOSTOŁ;Apóstolo;APÓSTOL;APOSTEL;APOSTOL
1200000312;Apparition;幻象;幻象;PŘÍZRAK;SYNSBEDRAG;Erscheinung;ΟΠΤΑΣΙΑ;Aave;Apparition;AL-ALIA;BAYANG-BAYANG;Apparizione;幻影;유령;VERSCHIJNING;OVERNATURLIG FENOMEN;ZJAWA;Aparição;FANTASMA;SPÖKSYN;MALIKMATA
1200000315;Apple;苹果;蘋果;JABLKO;ÆBLE;Apfel;ΜΗΛΙΑ, ΜΗΛΟ;Omena;Pomme;MANSANAS;APEL;Mela;りんご;사과;APPEL;EPLE;JABŁKO;Maçã;MANZANO;ÄPPLE;MANSANAS
1200000318;Apron;围裙;圍裙;ZÁSTĚRA;FORKLÆDE;Schürze;ΠΟΔΙΑ;Esiliina;Tablier;BIDANG;CELEMEK;Grembiule;前掛け;앞치마;SCHORT;FORKLE;FARTUCH;Avental;DELANTAL;FÖRKLÄDE;EPRON,
1200000320;Aquila;亚居拉;亞居拉;AQUILA;AKVILA;Aquila;ΑΚΥΛΑΣ;Aquila;Aquila;AQUILA;AKUILA;Aquila, I;アクラ;아굴라;AQUILA;AKVILAS;AKWILAS;Áquila;ÁQUILA;AQUILA;AQUILA
1200000321;Ar;亚珥;亞珥;AR;AR;Ar;ΑΡ;Ar;Ar;AR;AR;Ar;アル;알;AR;AR;AR;Ar;AR;AR;AR
1200000322;Ara;亚拉;亞拉;ARA;ARA;Ara;ΕΡΑ;Ara;Ara;ARA;ARA;Ara;アラ，I;아라, I;ARA;ARA;ARA;Ara;ARÁ;ARA;ARA
1200000327;Arabia;阿拉伯;阿拉伯;ARÁBIE;ARABIEN;Arabien;ΑΡΑΒΙΑ;Arabia;Arabie;ARABIA;ARAB;Arabia;アラビア;아라비아;ARABIË;ARABIA;ARABIA;Arábia;ARABIA;ARABIEN;ARABIA
1200000328;Arabian;阿拉伯人;阿拉伯人;ARAB (II);ARABER;Araber;ΑΡΑΒΑΣ;Arabi, arabialainen;Arabe;ARABIANO;ARAB, ORANG;Arabo;アラビア人;아라비아 사람;ARABIER;ARABER;ARABOWIE;Árabe;ÁRABE;ARABER;ARABE
1200000331;Aram;阿拉米;阿拉米;ARAM;ARAM;Aram;ΑΡΑΜ;Aram;Aram;ARAM;ARAM;Aram;アラム;아람;ARAM;ARAM;ARAM;Arã;ARAM;ARAM;ARAM
1200000332;Aramaean;阿拉米人;阿拉米人;ARAMEJEC;ARAMÆER;Aramäer;ΑΡΑΜΑΙΟΙ;Aramealainen;Araméens;ARAMAEANO;ARAM, ORANG;Arameo;アラム人;아람 사람;ARAMEEËR;ARAMEER;ARAMEJCZYCY;Arameu;ARAMEOS;ARAMÉER;ARAMEANO
1200000333;Aramaic;阿拉米语;阿拉米語;ARAMEJŠTINA;ARAMAISK;Aramäisch;ΑΡΑΜΑΪΚΗ;Aramea;Araméen;ARAMAIKO;ARAM, BAHASA;Aramaico;アラム語;아람어;ARAMEES;ARAMEISK;ARAMEJSKI, JĘZYK;Aramaico;ARAMEO;ARAMEISKA;ARAMAIKO
1200000338;Ararat;亚拉腊;亞拉臘;ARARAT;ARARAT;Ararat;ΑΡΑΡΑΤ;Ararat;Ararat;ARARAT;ARARAT;Ararat;アララト;아라라트;ARARAT;ARARAT;ARARAT;Ararate;ARARAT;ARARAT;ARARAT
1200000344;Archaeology;考古学;考古學;ARCHEOLOGIE;ARKÆOLOGI;Archäologie;ΑΡΧΑΙΟΛΟΓΙΑ;Arkeologia;Archéologie;ARKEOLOHIA;ARKEOLOGI;Archeologia;考古学;고고학;ARCHEOLOGIE;ARKEOLOGI;ARCHEOLOGIA;Arqueologia;ARQUEOLOGÍA;ARKEOLOGI;ARKEOLOHIYA
1200000345;Archangel;天使长;天使長;ARCHANDĚL;ÆRKEENGEL;Erzengel;ΑΡΧΑΓΓΕΛΟΣ;Ylienkeli;Archange;ARKANGHEL;PENGHULU MALAIKAT;Arcangelo;み使いの頭;천사장;AARTSENGEL;ERKEENGEL;ARCHANIOŁ;Arcanjo;ARCÁNGEL;ÄRKEÄNGEL;ARKANGHEL
1200000347;Archer;弓箭手;弓箭手;LUČIŠTNÍK;BUESKYTTE;Bogenschütze;ΤΟΞΟΤΗΣ;Jousiampuja;Archer;PUMAPANA;PANAH, PEMANAH;Arciere;弓を射る者，射手;활잡이, 궁수;BOOGSCHUTTER;BUESKYTTER;ŁUCZNIK;Arqueiro;ARQUERO;BÅGSKYTT;MAMAMANA
1200000350;Architecture;建筑学;建築學;ARCHITEKTURA;ARKITEKTUR;Architektur;ΑΡΧΙΤΕΚΤΟΝΙΚΗ;Arkkitehtuuri;Architecture;ARKITEKTURA;ARSITEKTUR;Architettura;建築;건축, 건축술;BOUWKUNST;BYGGEKUNST;ARCHITEKTURA;Arquitetura;ARQUITECTURA;ARKITEKTUR;ARKITEKTURA
1200000355;Areopagus;亚略巴古;亞略巴古;AREOPAG;AREOPAGUS;Areopag;ΑΡΕΙΟΣ ΠΑΓΟΣ;Areiopagi;Aréopage;AREOPAGO;AREOPAGUS;Areopago;アレオパゴス;아레오바고;AREOPAGUS;AREOPAGOS;AREOPAG;Areópago;AREÓPAGO;AREOPAGEN;AREOPAGO
1200000365;Aristarchus;亚里达古;亞里達古;ARISTARCHOS;ARISTARKUS;Aristarchus;ΑΡΙΣΤΑΡΧΟΣ;Aristarkos;Aristarque;ARISTARCO;ARISTARKHUS;Aristarco;アリスタルコ;아리스다르고;ARISTARCHUS;ARISTARKUS;ARYSTARCH;Aristarco;ARISTARCO;ARISTARKUS;ARISTARCO
1200000367;Ark;方舟;方舟;ARCHA;ARK;Arche;ΚΙΒΩΤΟΣ;Arkki;Arche;DAONG;BAHTERA;Arca;箱船，ひつ，箱;방주;ARK;ARK;ARKA;Arca;ARCA;ARK;ARKA
1200000369;Ark of the Covenant;约柜;約櫃;TRUHLA SMLOUVY;PAGTENS ARK;Bundeslade;ΚΙΒΩΤΟΣ ΤΗΣ ΔΙΑΘΗΚΗΣ;Liiton arkku;Arche de l’alliance;LAKASA TI TULAG;TABUT PERJANJIAN;Arca del patto;契約の箱;계약의 궤;ARK VAN HET VERBOND;PAKTENS ARK;ARKA PRZYMIERZA;Arca do pacto;ARCA DEL PACTO;FÖRBUNDETS ARK;KABAN NG TIPAN
1200000370;Arm;臂膀;臂膀;PAŽE;ARM;Arm;ΒΡΑΧΙΟΝΑΣ;Käsivarsi;Bras;TAKIAG;LENGAN;Braccio;腕;팔;ARM;ARM;RAMIONA;Braço;BRAZO;ARM;BISIG
1200000371;Armageddon;;;ARMAGEDON;;Armagedon;ΑΡΜΑΓΕΔΔΩΝ;;Armagédon;ARMAGEDON;ARMAGEDON;Armaghedon;;아마겟돈;ARMAGEDDON;;ARMAGEDON;Armagedom;ARMAGEDÓN;;ARMAGEDON
1200000373;Armor;盔甲;盔甲;ZBROJ;RUSTNING;;ΠΑΝΟΠΛΙΑ;Varustus;Armure;KABAL;;;武具;갑주;;RUSTNING;ZBROJA;;ARMADURA;;BALUTI
1200000374;Armor-bearer;拿军器的侍卫;拿軍器的侍衛;ZBROJNOŠ;VÅBENDRAGER;Waffenträger;ΟΠΛΟΦΟΡΟΣ;Aseenkantaja;Porteur d’armes;AGAW-AWIT ITI ARMAS;;Scudiero;武具持ち;무기 든 자;WAPENDRAGER;VÅPENSVENN;GIERMEK;Escudeiro;ESCUDERO;VAPENDRAGARE;TAGAPAGDALA NG BALUTI
1200000376;Army;军队;軍隊;VOJSKO;HÆR, HÆRVÆSEN;Heer;ΣΤΡΑΤΟΣ;Armeija;Armée;BUYOT;BALA TENTARA;Esercito;軍隊;군대;LEGER;HÆR;WOJSKO;Exército;EJÉRCITO;HÄR;HUKBO,
1200000377;Army Officer;军官;軍官;DŮSTOJNÍK;CENTURION;Offizier;ΑΞΙΩΜΑΤΙΚΟΣ;Upseeri;Officier;OPISIAL TI BUYOT;PERWIRA;Ufficiale dell’esercito;士官;장교;LEGEROVERSTE;OFFISER;SETNIK;Oficial do exército;OFICIAL DEL EJÉRCITO;OFFICER;OPISYAL NG HUKBO
1200000386;Arrow;箭;箭;ŠÍP;PIL;Pfeil;ΒΕΛΟΣ;Nuoli;Flèche;PANA;ANAK PANAH;Freccia;矢;화살;PIJL;PIL;STRZAŁA;Flecha;FLECHA;PIL;PALASO
1200000388;Art;艺术;藝術;UMĚNÍ;KUNST;Kunst;ΤΕΧΝΗ;Taide;Art;ARTE;SENI;Arte;美術;미술;KUNST;KUNST;SZTUKA;Arte;ARTE;KONST;SINING
1200000389;Artaxerxes;亚达薛西;亞達薛西;ARTAXERXES;ARTAXERXES;Artaxerxes;ΑΡΤΑΞΕΡΞΗΣ;Artakserkses;Artaxerxès;ARTAXERXES;ARTAHSASTA;Artaserse;アルタクセルクセス;아닥사스다;ARTAXERXES;ARTAXERXES;ARTAKSERKSES;Artaxerxes;ARTAJERJES;ARTAXERXES;ARTAJERJES
