1200002523;Joshua;person;name
1200002530;Journey;act;
1200002531;Joy;feeling;
1200002536;Jubilee;time;
1200002538;Judah;person;name
1200002540;Judaism;group;name
1200002541;Judas;person;name
1200002542;Jude;person;name
1200002544;Judea;location;name
1200002545;Judge;person;
1200002547;Judgment Day;time;name
1200002551;Judith;person;name
1200002555;Juniper;plant;
1200002558;Justice;attribute;
1200002560;Justification;cognition;
1200002572;Kaph;communication;
1200002599;Key;artifact;
1200002603;Kid;person;
1200002604;Kidnapping;act;
1200002607;Kiln;artifact;
1200002611;Kind;cognition;
1200002612;Kindness;attribute;
1200002613;King;person;
1200002614;Kingdom;state;
1200002615;Kingdom of God;location;
1200002618;Kinsman;person;
1200002635;Kiss;act;
1200002636;Kite;possession;
1200002641;Knife;artifact;
1200002642;Knob;artifact;
1200002643;Knowledge;Knowledge;
1200002650;Kore;person;name
1200002655;Laban;person;name
1200002656;Labdanum;substance;
1200002657;Labor;act;
1200002658;Labor Pains;state;
1200002661;Ladder;artifact;
1200002662;Lady;person;
1200002671;Lamb;animal;
1200002674;Lamedh;communication;
1200002676;Lamp;artifact;
1200002678;Lance;artifact;
1200002679;Landowner;person;
1200002680;Language;communication;
1200002687;Last Supper;act;name
1200002688;Latin;communication;name
1200002689;Lattice;cognition;
1200002690;Laughter;communication;
1200002691;Laundryman;person;
1200002693;Laurel;plant;
1200002694;Law;communication;
1200002695;Lawgiver;person;
1200002696;Lawlessness;state;
1200002697;Laying On of Hands;act;
1200002698;Lazarus;person;name
1200002699;Laziness;attribute;
1200002700;Lead;substance;
1200002703;Leaven;substance;
1200002705;Lebanon;location;name
1200002710;Leech;animal;
1200002711;Leek;plant;
1200002712;Leg;body;
1200002714;Legion;group;
1200002718;Lentil;food;
1200002719;Leopard;substance;
1200002720;Leprosy;state;
1200002723;Letters;cognition;
1200002727;Levi;person;name
1200002728;Leviathan;person;
1200002732;Leviticus;communication;name
1200002733;Liberty;state;
1200002737;Libya;location;name
1200002738;Lie;communication;
1200002739;Life;state;
1200002742;Light;phenomenon;
1200002743;Lightning;phenomenon;
1200002745;Lily;plant;
1200002746;Lime;substance;
1200002747;Linen;artifact;
1200002749;Lion;animal;
1200002751;Lip;body;
1200002753;Litter;group;
1200002754;Liver;body;
1200002755;Lizard;animal;
1200002756;Load;artifact;
1200002757;Loaf;food;
1200002759;Loan;possession;
1200002762;Lock;artifact;
1200002763;Locust;animal;
1200002766;Log;substance;
1200002767;Loins;body;
1200002769;Long-suffering;attribute;
1200002771;Lord;person;name
1200002779;Lotus Tree;plant;
1200002780;Lounge;artifact;
1200002781;Love;feeling;
1200002783;Loving-kindness;attribute;
1200002784;Loyalty;attribute;
1200002786;Luck;state;
1200002788;Luggage;artifact;
1200002790;Luke;person;name
1200002792;Luminary;person;
1200002793;Lute;substance;
1200002796;Lycia;location;name
1200002798;Lydia;location;name
1200002799;Lye;substance;
1200002827;Madness;state;
1200002833;Maggot;animal;
1200002835;Magistrate;person;
1200002855;Maiden;person;
1200002860;Malachi;person;name
1200002870;Malediction;communication;
1200002875;Malta;location;name
1200002876;Mammon;state;
1200002878;Man;person;
1200002884;Mandrake;plant;
1200002887;Manifestation;event;
1200002888;Manna;plant;
1200002891;Manslayer;person;
1200002892;Mantle;communication;
1200002896;Mara;person;name
1200002898;Marble;substance;
1200002901;Mariner;person;
1200002910;Marketplace;act;
1200002912;Marriage;state;
1200002913;Marrow;body;
1200002916;Marshmallow;food;
1200002918;Mary;person;name
1200002919;Mash;substance;
1200002922;Mason;person;name
1200002938;Matthew;person;name
1200002942;Maturity;time;
1200002945;Meal;food;
1200002947;Measure;act;
1200002949;Meat;food;
1200002954;Medan;location;name
1200002957;Mediator;person;
1200002958;Meditation;cognition;
1200002959;Meekness;feeling;
1200002973;Mem;communication;
1200002974;Memorial;communication;
1200002976;Memphis;location;name
1200002981;Menstruation;process;
1200002993;Merchant;person;
1200002994;Mercy;act;
1200003001;Merodach;person;name
1200003016;Mesopotamia;location;name
1200003017;Messenger;person;
1200003018;Messiah;person;
1200003020;Metalworker;person;
1200003022;Methuselah;person;name
1200003027;Mezuzah;communication;
1200003031;Mica;substance;
1200003032;Micah;person;name
1200003035;Michael;person;name
1200003042;Midwife;person;
1200003054;Mildew;process;
1200003055;Mildness;state;
1200003056;Mile;quantity;
1200003059;Milk;food;
1200003060;Mill;artifact;
1200003061;Millet;plant;
1200003063;Millstone;cognition;
1200003064;Mina;animal;
1200003065;Mind;cognition;
1200003068;Minister;person;
1200003069;Ministry;group;
1200003072;Mint;quantity;
1200003076;Mirror;artifact;
1200003077;Miscarriage;event;
1200003087;Mist;phenomenon;
1200003099;Modesty;attribute;
1200003101;Molech;person;name
1200003102;Mole Rat;animal;
1200003104;Moloch;person;name
1200003106;Money;possession;
1200003107;Money Changer;person;
1200003108;Month;time;
1200003109;Monument;artifact;
1200003110;Moon;object;name
1200003118;Moses;person;name
1200003119;Mosquito;animal;
1200003122;Moth;animal;
1200003123;Mother;person;
1200003124;Mound;artifact;
1200003128;Mourning;state;
1200003129;Mouth;body;
1200003132;Mule;animal;
1200003134;Murder;act;
1200003137;Music;communication;
1200003138;Mustache;body;
1200003139;Mustard;plant;
1200003141;Muzzle;artifact;
1200003143;Myrrh;plant;
1200003144;Myrtle;plant;
1200003146;Mystery;cognition;
1200003172;Nahum;person;name
1200003174;Nail;body;
1200003177;Name;communication;
1200003178;Naomi;person;name
1200003182;Narcissus;plant;
1200003183;Nard;artifact;
1200003188;Nature;attribute;
1200003189;Nazarene;person;name
1200003190;Nazareth;location;name
1200003199;Nebo;person;name
1200003200;Nebuchadnezzar;person;name
1200003204;Neck;body;
1200003205;Necklace;artifact;
1200003207;Needle;plant;
1200003210;Neglect;cognition;
1200003212;Nehemiah;communication;name
1200003218;Neighbor;person;
1200003227;Nereus;person;name
1200003228;Nergal;person;name
1200003232;Nero;person;name
1200003233;Nest;object;
1200003234;Net;artifact;
1200003240;Nettle;plant;
1200003243;Newt;animal;
1200003252;Niger;object;name
1200003253;Night;time;
1200003254;Nightjar;animal;
1200003255;Nile;object;name
1200003259;Nimrod;person;name
1200003261;Nineveh;location;name
1200003262;Nisan;time;name
1200003266;Noah;person;name
1200003267;Nob;person;
1200003269;Noble;person;name
1200003275;North;location;name
1200003277;Nose Ring;artifact;
1200003282;Nurse;person;
1200003285;Oar;artifact;
1200003286;Oath;communication;
1200003287;Obadiah;person;name
1200003292;Obedience;act;
1200003293;Obeisance;communication;
1200003300;Tyre;location;name
1200003301;Roman Empire;location;name
1200003313;Oil;substance;
1200003317;Olive;plant;
1200003321;Omega;event;
1200003322;Omen;event;
1200003330;Onion;plant;
1200003332;Ono;person;name
1200003334;Onyx;substance;
1200003345;Orphan;person;
1200003346;Osprey;animal;
1200003347;Ostrich;person;
1200003350;Oven;artifact;
1200003351;Overseer;person;
1200003352;Owl;animal;
1200003362;Pain;state;
1200003363;Palace;artifact;
1200003365;Palate;body;
1200003366;Palestine;location;name
1200003369;Palm Tree;plant;
1200003374;Paper;substance;
1200003376;Papyrus;substance;
1200003377;Paradise;location;name
1200003379;Paralysis;state;
1200003381;Parchment;substance;
1200003382;Pardon;act;
1200003383;Park;location;
1200003391;Partridge;food;
1200003397;Passover;time;name
1200003402;Patience;attribute;
1200003406;Paul;person;name
1200003409;Peace;state;
1200003410;Peacock;animal;
1200003411;Pearl;possession;
1200003425;Pelican;animal;
1200003427;Pen;artifact;
1200003430;Pentateuch;communication;name
1200003431;Pentecost;time;name
1200003440;Perfection;state;
1200003441;Perfume;artifact;
1200003443;Pergamum;location;name
1200003446;Persecution;act;
1200003450;Pestilence;state;
1200003451;Peter;person;name
1200003458;Pharaoh;person;name
1200003462;Philadelphia;location;name
1200003463;Philemon;person;name
1200003466;Philip;person;name
1200003467;Philippi;location;name
1200003469;Philistia;location;name
1200003471;Philosophy;cognition;
1200003474;Phoebe;quantity;
1200003475;Phoenicia;location;name
1200003476;Phoenix;location;name
1200003477;Phrygia;location;name
1200003479;Phylactery;communication;
1200003480;Physician;person;
1200003482;Pig;animal;
1200003483;Pigeon;animal;
1200003485;Pilate;person;name
1200003487;Piles;state;
1200003489;Pillar;cognition;
1200003490;Pillory;artifact;
1200003493;Pinon;plant;
1200003494;Pipe;artifact;
1200003501;Pistachio Nut;food;
1200003502;Pit;object;
1200003503;Pitch;attribute;
1200003506;Pity;feeling;
1200003507;Plague;state;
1200003508;Plain;object;
1200003509;Plane Tree;plant;
1200003510;Plaster;substance;
